Feature,Chi-Square Score,p-Value
Target,2842.914747474886,0.0
age_group,311.2149507814503,2.6334925549181388e-68
admission_grade_category,17.925425328098815,0.0001280982943614154
unemployment_category,5.275321434092104,0.07152839916333721
marital_status_group,0.9966051287212604,0.6075610807600933
